Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Custom field (AIF External Dependency),Custom field (AIF Innovation Potential),Custom field (AIF Sufficiency),Custom field (AIF Value),Custom field (Acceptance Criteria),Custom field (Access to AIAPPS Platform with ability to*),Custom field (Affected services),Custom field (Audience Segment ID),Custom field (Audience Type),Custom field (BCA Started),Custom field (Baseline end date),Custom field (Baseline start date),Custom field (Benefit hypothesis),Custom field (Business Value [MM$]),Custom field (CSE FTE Engaged),Custom field (Categories | Regions),Custom field (Category),Custom field (Chance of success),Custom field (Change completion date),Custom field (Change reason),Custom field (Change risk),Custom field (Change start date),Custom field (Change type),Custom field (Committed),Custom field (Compass),Custom field (Concerned Jira or Confluence URLs),Custom field (Concerned users - P&G shortnames only),Custom field (DS ELT Contact),Custom field (Dependency Status),Custom field (Dependency Type),Custom field (Development),Custom field (Domain),Custom field (End date),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Facebook Ad Account),Custom field (Have you read the documentation?),Custom field (Impact),Custom field (Issue color),Custom field (Key Sponsor),Custom field (Lead DS),Custom field (Locked forms),Custom field (Model Risk Officer),Custom field (NSR Jira Ticket),Custom field (Needed by),Custom field (Open forms),Custom field (Persons requiring access or project admins (P&G emails are required!)),"Custom field (Provide request details, e.g. application name:)",Custom field (Rank),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Requesting team),Custom field (Requestor),Custom field (Risk),Satisfaction rating,Custom field (Stage),Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Success Metris),Custom field (Target end),Custom field (Target start),Custom field (Task progress),Custom field (Team),Custom field (Tier),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Type of Product),Custom field (Value),Custom field (What is your issue about?),Custom field ([CHART] Date of First Response),Custom field (itAccess group to map),Comment,Comment.1,Status Category,Watchers.1,Watchers Id.1,Outward issue link (Cloners),Custom field (Epic Link),Epic Link Summary,Sprint,Sprint.1,Comment.2,Parent,Parent summary,Inward issue link (Cloners),Attachment.1,Attachment.2,Attachment.3,Attachment.4,Custom field (Reviewers),Custom field (Reviewers)Id,Inward issue link (Relates),Inward issue link (Relates).1,"Custom field (Support required for Jira, Confluence or both?)",Comment.3,Comment.4,Comment.5,Labels,Inward issue link (Blocks),Inward issue link (Cloners).1,Inward issue link (Cloners).2,Inward issue link (Gantt End to Start),Inward issue link (Gantt End to Start).1,Outward issue link (Gantt End to Start),Outward issue link (Gantt End to Start).1,Outward issue link (Relates),Outward issue link (Relates).1,Outward issue link (Relates).2,Sprint.2,Sprint.3,Sprint.4,Comment.6,Comment.7,Comment.8,Comment.9,Comment.10,Comment.11,Comment.12,Fix versions,Labels.1,Attachment.5,Attachment.6,Attachment.7,Attachment.8,Custom field (AIF Internal Dependency),Inward issue link (Problem/Incident),Outward issue link (Relates).3,Outward issue link (Relates).4,Outward issue link (Relates).5
INC11279448 Azure Workspace creation failure,ITS-210,135472,Story,Done,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,Done,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,27/Jun/23 11:08 AM,28/Jun/23 6:00 AM,05/Jul/23 8:18 AM,28/Jun/23 6:00 AM,,0,"[https://pgglobalenterprise.service-now.com/nav_to.do?uri=%2Fincident.do%3Fsys_id%3D3d2138332fab2dd022e39bacf699b6a7%26sysparm_view%3D%26sysparm_domain%3Dnull%26sysparm_domain_scope%3Dnull%26sysparm_record_row%3D1%26sysparm_record_rows%3D2%26sysparm_record_list%3Dassignment_group.nameSTARTSWITHP%2526G_ITS_MLOPS_AZ%255eactive%253dtrue%255eORDERBYnumber|https://pgglobalenterprise.service-now.com/nav_to.do?uri=%2Fincident.do%3Fsys_id%3D3d2138332fab2dd022e39bacf699b6a7%26sysparm_view%3D%26sysparm_domain%3Dnull%26sysparm_domain_scope%3Dnull%26sysparm_record_row%3D1%26sysparm_record_rows%3D2%26sysparm_record_list%3Dassignment_group.nameSTARTSWITHP%2526G_ITS_MLOPS_AZ%255eactive%253dtrue%255eORDERBYnumber|smart-link] 

Azure Workspace mlwProg creation failed, which was requested for [tang.a.2@pg.com|mailto:tang.a.2@pg.com]",,maciej znalezniak,63c927cee28ec74364cc8f59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0fu03:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,,,Done,,,,ITS-46,SNow Incidents - Azure,,,,124974.0,SNow Incidents - Azure,,,,,,,,,,,,,,AzureCloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INC11279508 Workspace AMA Programmatic with ERROR status,ITS-209,135471,Story,Done,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,Done,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,27/Jun/23 11:07 AM,28/Jun/23 6:00 AM,05/Jul/23 8:18 AM,28/Jun/23 6:00 AM,,0,"[https://pgglobalenterprise.service-now.com/nav_to.do?uri=%2Fincident.do%3Fsys_id%3D1a047cff8767ed10352b32ec0ebb358f%26sysparm_view%3D%26sysparm_domain%3Dnull%26sysparm_domain_scope%3Dnull%26sysparm_record_row%3D2%26sysparm_record_rows%3D2%26sysparm_record_list%3Dassignment_group.nameSTARTSWITHP%2526G_ITS_MLOPS_AZ%255eactive%253dtrue%255eORDERBYnumber|https://pgglobalenterprise.service-now.com/nav_to.do?uri=%2Fincident.do%3Fsys_id%3D1a047cff8767ed10352b32ec0ebb358f%26sysparm_view%3D%26sysparm_domain%3Dnull%26sysparm_domain_scope%3Dnull%26sysparm_record_row%3D2%26sysparm_record_rows%3D2%26sysparm_record_list%3Dassignment_group.nameSTARTSWITHP%2526G_ITS_MLOPS_AZ%255eactive%253dtrue%255eORDERBYnumber|smart-link] 



Workspace AMA Programmatic with ERROR status. Please check on where this has failed. Otherwise, please delete the workspace as I am unable to do it on AIprovisioner workspace.",,maciej znalezniak,63c927cee28ec74364cc8f59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0ftzv:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,,,Done,,,,ITS-46,SNow Incidents - Azure,,,,124974.0,SNow Incidents - Azure,,,,,,,,,,,,,,AzureCloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knowledge sharing with Aleksander Kamczyc for current tasks,ITS-207,135248,Story,Done,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,Done,Aleksander Kamczyc,621c9573932f0f0071659512,Szymon Osiecki,61029d08627b560068c8a078,Szymon Osiecki,61029d08627b560068c8a078,26/Jun/23 6:08 AM,03/Jul/23 5:52 AM,05/Jul/23 8:18 AM,03/Jul/23 5:52 AM,,0,,,Szymon Osiecki,61029d08627b560068c8a078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0fspf:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,,,Done,,,ITS-206,ITS-9,AzMLOps other tasks,,,,116906.0,AzMLOps other tasks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knowledge sharing with Aleksander Kamczyc regarding AIF AKS clusters,ITS-206,135247,Story,Done,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,Done,kamil gajek,61d425a20586a2006949ffee,Szymon Osiecki,61029d08627b560068c8a078,Szymon Osiecki,61029d08627b560068c8a078,26/Jun/23 6:07 AM,30/Jun/23 5:53 AM,05/Jul/23 8:18 AM,30/Jun/23 5:53 AM,,0,,,Szymon Osiecki,61029d08627b560068c8a078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0fsp7:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,,,Done,,,,ITS-9,AzMLOps other tasks,,,,116906.0,AzMLOps other tasks,ITS-207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RITM4802582 Enable whitelist to DDAPI interfaces.,ITS-203,134847,Story,Done,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,Done,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,21/Jun/23 1:26 PM,22/Jun/23 6:06 AM,05/Jul/23 8:18 AM,22/Jun/23 6:06 AM,,0,"[https://pgglobalenterprise.service-now.com/nav_to.do?uri=%2Fsc_req_item.do%3Fsys_id%3D8f1d4be18727ad108f860fa6cebb3591%26sysparm_view%3D%26sysparm_domain%3Dnull%26sysparm_domain_scope%3Dnull%26sysparm_record_row%3D1%26sysparm_record_rows%3D1%26sysparm_record_list%3Dassigned_toDYNAMIC90d1921e5f510100a9ad2572f2b477fe%255estate%253d-5%255eORstate%253d30%255eORstate%253d1%255eORstate%253d104%255eORstate%253d%255eORstate%253d2%255eORDERBYDESCapproval_set|https://pgglobalenterprise.service-now.com/nav_to.do?uri=%2Fsc_req_item.do%3Fsys_id%3D8f1d4be18727ad108f860fa6cebb3591%26sysparm_view%3D%26sysparm_domain%3Dnull%26sysparm_domain_scope%3Dnull%26sysparm_record_row%3D1%26sysparm_record_rows%3D1%26sysparm_record_list%3Dassigned_toDYNAMIC90d1921e5f510100a9ad2572f2b477fe%255estate%253d-5%255eORstate%253d30%255eORstate%253d1%255eORstate%253d104%255eORstate%253d%255eORstate%253d2%255eORDERBYDESCapproval_set|smart-link] 

Need to whitelist to:
RG: [https://portal.azure.com/#@pgone.onmicrosoft.com/resource/subscriptions/27c0a03b-f477-4c6d-b9a9-608e91d2e83b/resourceGroups/AZ-RG-AIP-MLWLAPS/providers/Microsoft.Storage/storageAccounts/mlwlaps70jymlex/networking|https://portal.azure.com/#@pgone.onmicrosoft.com/resource/subscriptions/27c0a03b-f477-4c6d-b9a9-608e91d2e83b/resourceGroups/AZ-RG-AIP-MLWLAPS/providers/Microsoft.Storage/storageAccounts/mlwlaps70jymlex/networking]

The following vNets:
vnet-sa-func-filemover-md-prem-p101 with subnet default RG: AZ-RG-CoreDataPlatform-MasterData04-01
vnet-sa-func-filemover-ship-prem-p101 with subnet default RG: AZ-RG-CoreDataPlatform-DirectShipment04-01
vnet-sa-func-filemover-genpurp-prem-p101 with subnet default RG: AZ-RG-CoreDataPlatform-DataDeliveryGP-01
vnet-sa-func-filemover-md-prem-p101 with subnet data-mover RG: AZ-RG-CoreDataPlatform-MasterData04-01
vnet-sa-func-filemover-ship-prem-p101 with subnet data-mover RG: AZ-RG-CoreDataPlatform-DirectShipment04-01
vnet-sa-func-filemover-genpurp-prem-p101 with subnet data-mover RG: AZ-RG-CoreDataPlatform-DataDeliveryGP-01",,maciej znalezniak,63c927cee28ec74364cc8f59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0fqff:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,,,Done,,,,ITS-47,SNow RITMs - Azure,,,,124975.0,SNow RITMs - Azure,,,,,,,,,,,,,,AzureCloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INC11257491 The status of deleting the workspace always is Pending deletion,ITS-198,134601,Story,Done,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,Done,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,20/Jun/23 5:39 AM,20/Jun/23 6:30 AM,05/Jul/23 8:18 AM,20/Jun/23 6:30 AM,,0,"[https://pgglobalenterprise.service-now.com/nav_to.do?uri=%2Fincident.do%3Fsys_id%3D606434a5db2b6d1084e65716f4961912%26sysparm_view%3D%26sysparm_domain%3Dnull%26sysparm_domain_scope%3Dnull%26sysparm_record_row%3D1%26sysparm_record_rows%3D1%26sysparm_record_list%3Dassignment_group.nameSTARTSWITHP%2526G_ITS_MLOPS_AZ%255eactive%253dtrue%255eORDERBYnumber|https://pgglobalenterprise.service-now.com/nav_to.do?uri=%2Fincident.do%3Fsys_id%3D606434a5db2b6d1084e65716f4961912%26sysparm_view%3D%26sysparm_domain%3Dnull%26sysparm_domain_scope%3Dnull%26sysparm_record_row%3D1%26sysparm_record_rows%3D1%26sysparm_record_list%3Dassignment_group.nameSTARTSWITHP%2526G_ITS_MLOPS_AZ%255eactive%253dtrue%255eORDERBYnumber|smart-link] 

The status of deleting the workspace always is Pending deletion, including AZ-RG-AIP-MLWTJMKGAISPACE and AZ-RG-DSL-MLWTJMKG",,maciej znalezniak,63c927cee28ec74364cc8f59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0fp43:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,,,Done,,,,ITS-46,SNow Incidents - Azure,,,,124974.0,SNow Incidents - Azure,,,,,,,,,,,,,,AzureCloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RITM4798738 Enable whitelist to DDAPI interfaces.,ITS-197,134600,Story,Done,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,Done,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,20/Jun/23 5:37 AM,21/Jun/23 5:51 AM,05/Jul/23 8:18 AM,21/Jun/23 5:51 AM,,0,"[https://pgglobalenterprise.service-now.com/nav_to.do?uri=%2Fsc_req_item.do%3Fsys_id%3Dcbcf52158763e910352b32ec0ebb354b%26sysparm_view%3D%26sysparm_domain%3Dnull%26sysparm_domain_scope%3Dnull%26sysparm_record_row%3D3%26sysparm_record_rows%3D5%26sysparm_record_list%3Dassignment_group.nameSTARTSWITHP%2526G_ITS_MLOPS_AZ%255eactive%253dtrue%255eORDERBYDESCapproval_set|https://pgglobalenterprise.service-now.com/nav_to.do?uri=%2Fsc_req_item.do%3Fsys_id%3Dcbcf52158763e910352b32ec0ebb354b%26sysparm_view%3D%26sysparm_domain%3Dnull%26sysparm_domain_scope%3Dnull%26sysparm_record_row%3D3%26sysparm_record_rows%3D5%26sysparm_record_list%3Dassignment_group.nameSTARTSWITHP%2526G_ITS_MLOPS_AZ%255eactive%253dtrue%255eORDERBYDESCapproval_set|smart-link] 



Need to whitelist to:
RG: [https://portal.azure.com/#@pgone.onmicrosoft.com/resource/subscriptions/27c0a03b-f477-4c6d-b9a9-608e91d2e83b/resourceGroups/AZ-RG-AIP-MLWLAPS/overview|https://portal.azure.com/#@pgone.onmicrosoft.com/resource/subscriptions/27c0a03b-f477-4c6d-b9a9-608e91d2e83b/resourceGroups/AZ-RG-AIP-MLWLAPS/overview]
Storage Account: [https://portal.azure.com/#@pgone.onmicrosoft.com/resource/subscriptions/27c0a03b-f477-4c6d-b9a9-608e91d2e83b/resourceGroups/AZ-RG-AIP-MLWLAPS/providers/Microsoft.Storage/storageAccounts/mlwlaps70jymlsa/overview|https://portal.azure.com/#@pgone.onmicrosoft.com/resource/subscriptions/27c0a03b-f477-4c6d-b9a9-608e91d2e83b/resourceGroups/AZ-RG-AIP-MLWLAPS/providers/Microsoft.Storage/storageAccounts/mlwlaps70jymlsa/overview]

The following vNets:
vnet-sa-func-filemover-md-prem-p101 with subnet default RG: AZ-RG-CoreDataPlatform-MasterData04-01
vnet-sa-func-filemover-ship-prem-p101 with subnet default RG: AZ-RG-CoreDataPlatform-DirectShipment04-01
vnet-sa-func-filemover-genpurp-prem-p101 with subnet default RG: AZ-RG-CoreDataPlatform-DataDeliveryGP-01
vnet-sa-func-filemover-md-prem-p101 with subnet data-mover RG: AZ-RG-CoreDataPlatform-MasterData04-01
vnet-sa-func-filemover-ship-prem-p101 with subnet data-mover RG: AZ-RG-CoreDataPlatform-DirectShipment04-01
vnet-sa-func-filemover-genpurp-prem-p101 with subnet data-mover RG: AZ-RG-CoreDataPlatform-DataDeliveryGP-01",,maciej znalezniak,63c927cee28ec74364cc8f59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0fp3v:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,,,Done,,,,ITS-47,SNow RITMs - Azure,,,,124975.0,SNow RITMs - Azure,,,,,,,,,,,,,,AzureCloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RITM4799705 Delete Cloud Target.,ITS-196,134599,Story,Done,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,Done,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,20/Jun/23 5:35 AM,20/Jun/23 6:30 AM,05/Jul/23 8:18 AM,20/Jun/23 6:30 AM,,0,"[https://pgglobalenterprise.service-now.com/nav_to.do?uri=%2Fsc_req_item.do%3Fsys_id%3Dfb04f425dba72d10aee4a57305961978%26sysparm_view%3D%26sysparm_domain%3Dnull%26sysparm_domain_scope%3Dnull%26sysparm_record_row%3D2%26sysparm_record_rows%3D5%26sysparm_record_list%3Dassignment_group.nameSTARTSWITHP%2526G_ITS_MLOPS_AZ%255eactive%253dtrue%255eORDERBYDESCapproval_set|https://pgglobalenterprise.service-now.com/nav_to.do?uri=%2Fsc_req_item.do%3Fsys_id%3Dfb04f425dba72d10aee4a57305961978%26sysparm_view%3D%26sysparm_domain%3Dnull%26sysparm_domain_scope%3Dnull%26sysparm_record_row%3D2%26sysparm_record_rows%3D5%26sysparm_record_list%3Dassignment_group.nameSTARTSWITHP%2526G_ITS_MLOPS_AZ%255eactive%253dtrue%255eORDERBYDESCapproval_set|smart-link] 

Resource group name: AZ-RG-AIP-MLWTJMKGDEV. Azure subscription: PG-NA-External-NonProd-08 (27c0a03b-f477-4c6d-b9a9-608e91d2e83b)",,maciej znalezniak,63c927cee28ec74364cc8f59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0fp3n:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,,,Done,,,,ITS-47,SNow RITMs - Azure,,,,124975.0,SNow RITMs - Azure,,,,,,,,,,,,,,AzureCloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RITM4799712 Delete Cloud Target.,ITS-195,134598,Story,Done,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,Done,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,20/Jun/23 5:34 AM,20/Jun/23 6:31 AM,05/Jul/23 8:18 AM,20/Jun/23 6:31 AM,,0,"[https://pgglobalenterprise.service-now.com/nav_to.do?uri=%2Fsc_req_item.do%3Fsys_id%3D688474e5db2b6d1084e65716f4961957%26sysparm_view%3D%26sysparm_domain%3Dnull%26sysparm_domain_scope%3Dnull%26sysparm_record_row%3D1%26sysparm_record_rows%3D5%26sysparm_record_list%3Dassignment_group.nameSTARTSWITHP%2526G_ITS_MLOPS_AZ%255eactive%253dtrue%255eORDERBYDESCapproval_set|https://pgglobalenterprise.service-now.com/nav_to.do?uri=%2Fsc_req_item.do%3Fsys_id%3D688474e5db2b6d1084e65716f4961957%26sysparm_view%3D%26sysparm_domain%3Dnull%26sysparm_domain_scope%3Dnull%26sysparm_record_row%3D1%26sysparm_record_rows%3D5%26sysparm_record_list%3Dassignment_group.nameSTARTSWITHP%2526G_ITS_MLOPS_AZ%255eactive%253dtrue%255eORDERBYDESCapproval_set|smart-link] 

Resource group name: AZ-RG-DSL-MLWSUN2. Azure subscription: PG-NA-External-NonProd-08 (27c0a03b-f477-4c6d-b9a9-608e91d2e83b)",,maciej znalezniak,63c927cee28ec74364cc8f59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0fp3f:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,,,Done,,,,ITS-47,SNow RITMs - Azure,,,,124975.0,SNow RITMs - Azure,,,,,,,,,,,,,,AzureCloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Determine if it is possible to download pod image using workload identity,ITS-194,134138,Story,Done,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,Done,Aleksander Kamczyc,621c9573932f0f0071659512,Szymon Osiecki,61029d08627b560068c8a078,Szymon Osiecki,61029d08627b560068c8a078,15/Jun/23 1:51 PM,03/Jul/23 5:53 AM,05/Jul/23 8:18 AM,03/Jul/23 5:53 AM,,0,"Determine, if it is possible, to download the image for the pod from Azure Container Registry using the workload identity.

From my limited testing, it doesn’t work. We’re using the UAMI for the AML workspace, e.g. [mlwakstest3-uami - Microsoft Azure|https://portal.azure.com/#@pgone.onmicrosoft.com/resource/subscriptions/27c0a03b-f477-4c6d-b9a9-608e91d2e83b/resourceGroups/AZ-RG-AIP-MLWAKSTEST3/providers/Microsoft.ManagedIdentity/userAssignedIdentities/mlwakstest3-uami/overview], which does have AcrPull role on the ACR: 

!image-20230615-174618.png|width=1224,height=364!

but it cannot download the image from this ACR for a pod created in {{pg-de-cf-project-aks3}} namespace on the {{aks-aif-mt-dev-2924}} even if we specify in the pod to use the workload identity, using the UAMI

{code:yaml}apiVersion: v1
kind: ServiceAccount
metadata:
  annotations:
    azure.workload.identity/client-id: 58922a6a-8a36-4ea6-ae60-7af314a1b329
  creationTimestamp: ""2023-06-15T17:10:47Z""
  labels:
    azure.workload.identity/use: ""true""
    kustomize.toolkit.fluxcd.io/name: app-of-apps-apps
    kustomize.toolkit.fluxcd.io/namespace: app-of-apps
  name: workload-sa
  namespace: pg-de-cf-project-aks3{code}

!image-20230615-174901.png|width=1250,height=247!

Determine. If it is possible, to download the image using workload identity, otherwise we need to implement this solution, for the ACR authentication, using AcrPull token:

[https://kubernetes.io/docs/tasks/configure-pod-container/pull-image-private-registry/|https://kubernetes.io/docs/tasks/configure-pod-container/pull-image-private-registry/|smart-link] ",,Szymon Osiecki,61029d08627b560068c8a078,,,,,,,,,15/Jun/23 1:51 PM;ug:2b10ad08-2990-4dbe-828d-61c962aafa4a;image-20230615-174618.png;https://jira-pg-ds.atlassian.net/rest/api/3/attachment/content/23601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0fmfv:,,,,,,,,,,,,,,,,,,,,,,,,Something else,2023-06-19 08:31:48.196,,19/Jun/23 4:31 AM;62c7ec27b6357aecd7c7e693;[https://learn.microsoft.com/en-us/azure/container-registry/authenticate-kubernetes-options|https://learn.microsoft.com/en-us/azure/container-registry/authenticate-kubernetes-options|smart-link] ,,Done,Tomasz Zagorowicz,62c7ec27b6357aecd7c7e693,ITS-193,ITS-3,Central Kubernetes compute for training and inference,,,,116882.0,Central Kubernetes compute for training and inference,,15/Jun/23 1:51 PM;ug:2b10ad08-2990-4dbe-828d-61c962aafa4a;image-20230615-174901.png;https://jira-pg-ds.atlassian.net/rest/api/3/attachment/content/23602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
